E_eV,v_m_s,dEdx_ref_eV_per_m,SN_eV_m2,nu_ref_s-1,CSDA_range_ref_m
1.905460717963e+02,5.693550237216e+05,2.588879732933e+02,2.588879732933e-20,3.867819617571e+05,1.472044926292e+00
1.995262314969e+02,5.826169687558e+05,2.649182488568e+02,2.649182488568e-20,3.867819864122e+05,1.506332422454e+00
2.000000000000e+02,5.833082591318e+05,2.652325822274e+02,2.652325822274e-20,3.867819877129e+05,1.508119719814e+00
2.089296130854e+02,5.961878215171e+05,2.710889875825e+02,2.710889875825e-20,3.867820122292e+05,1.541419773846e+00
2.187761623950e+02,6.100747772009e+05,2.774034612777e+02,2.774034612777e-20,3.867820392630e+05,1.577323516332e+00
2.290867652768e+02,6.242851985867e+05,2.838650179599e+02,2.838650179599e-20,3.867820675709e+05,1.614063834752e+00
2.398832919019e+02,6.388266199404e+05,2.904770836320e+02,2.904770836320e-20,3.867820972128e+05,1.651660396264e+00
2.511886431510e+02,6.537067510081e+05,2.972431640987e+02,2.972431640987e-20,3.867821282517e+05,1.690131587105e+00
2.630267991895e+02,6.689334811019e+05,3.041668468256e+02,3.041668468256e-20,3.867821607535e+05,1.729500190841e+00
2.754228703338e+02,6.845148832822e+05,3.112518028408e+02,3.112518028408e-20,3.867821947869e+05,1.769784836403e+00
2.884031503127e+02,7.004592186354e+05,3.185017886817e+02,3.185017886817e-20,3.867822304244e+05,1.811008285114e+00
3.019951720402e+02,7.167749406532e+05,3.259206483869e+02,3.259206483869e-20,3.867822677414e+05,1.853192504460e+00
3.162277660168e+02,7.334706997121e+05,3.335123155339e+02,3.335123155339e-20,3.867823068171e+05,1.896357729149e+00
3.311311214826e+02,7.505553476583e+05,3.412808153252e+02,3.412808153252e-20,3.867823477343e+05,1.940529299204e+00
3.467368504525e+02,7.680379424985e+05,3.492302667221e+02,3.492302667221e-20,3.867823905799e+05,1.985729123529e+00
3.630780547701e+02,7.859277532007e+05,3.573648846291e+02,3.573648846291e-20,3.867824354448e+05,2.031984274900e+00
3.801893963206e+02,8.042342646055e+05,3.656889821281e+02,3.656889821281e-20,3.867824824241e+05,2.079318272929e+00
3.981071705535e+02,8.229671824529e+05,3.742069727660e+02,3.742069727660e-20,3.867825316174e+05,2.127748992833e+00
