particle_id,x_m,y_m,z_m,vx_m_per_s,vy_m_per_s,vz_m_per_s,K0_eV,speed_m_per_s,r_larmor_m,r_source_m,phi0_rad,theta_rad,theta_deg,angle_component_1_deg,angle_component_2_deg,guiding_center_x_m,guiding_center_y_m,guiding_center_r_m
11,-0.012813732666951913,-0.008421985578467083,1.5,8200266.79894703,-9927023.135388147,-100121.93996690477,97458.0080615773,12876342.194400832,0.01513752998952701,0.015333674900167217,3.7230563706394166,0.10923971988343485,6.258974904512158,-6.243035682969248,-0.4463992792172411,-0.0011434455504748097,0.0012183130961954287,0.001670854430302632
12,-0.010252792776880888,0.011401834335682886,1.5,-10629441.356365647,-8079712.0911874045,-1709191.5013466876,106503.08745270714,13460613.158885892,0.015824403568480853,0.015333674900167217,2.303182034266072,0.15155681651389089,8.683565942684567,4.697636494380213,-7.303186212032285,-0.0007542191726256781,-0.0010942212113552452,0.001328972016159822
13,-0.015332728392795675,0.00017037011702610136,1.5,-1810291.4424600776,-12417182.021118324,267070.74409302074,92599.63367148137,12551290.42109132,0.01475539654725477,0.015333674900167217,3.130481577887363,0.13533167341451313,7.753933721094409,7.656894320543466,1.2228890036116167,-0.0007349907439912311,-0.001957822857834387,0.0020912392824379493
14,0.015263602494889355,-0.0014642488934691325,1.5,697507.36819553,12701636.962539684,2154671.378355088,97846.26345370428,12901965.230364868,0.015167652633789835,0.015333674900167217,6.187547213371379,0.17262843297120073,9.890880633206828,-2.314459903757079,9.616277609046374,0.00033145736130189493,-0.0006442537003802764,0.0007245183315934069
15,-0.004403099979681193,0.014687896258925224,1.5,-12343400.99042117,-4656852.44901155,806335.360722358,102687.0011255112,13217261.420436023,0.015538317335048017,0.015333674900167217,1.8620489277922851,0.09247774622392996,5.298584557513072,-3.9777241432875066,3.500386971896632,0.0010715326869132104,0.00017689617487127475,0.0010860361668966337
16,-0.008466727987751775,-0.012784213042868102,1.5,10652146.400830735,-7533763.685267055,1143226.2766747193,100827.6508501352,13097052.513060309,0.015396998790314139,0.015333674900167217,4.127429485648257,0.09259496592669181,5.3053007517571045,1.7497988147769834,5.008434902681631,0.0003900243412854297,-0.00026146526551216673,0.0004695562499472041
17,0.0016641442123728506,0.015243103686075355,1.5,-12456573.604421949,978105.2763225614,2112079.978268726,94391.79299712832,12672166.260294853,0.014897499142334016,0.015333674900167217,1.4620534122344393,0.17016083803254678,9.749497857674113,-1.7244848368053332,9.595773055070685,0.0005142758934269869,0.0005990569795749408,0.0007895245147160262
18,-0.01164280440157195,-0.009978311060031898,1.5,7180415.798086969,-10513084.559406443,-148978.7356968657,95286.2630615383,12732066.315030603,0.014967918121672029,0.015333674900167217,3.850157745693691,0.10996308462663369,6.300420651346016,6.264504704380454,-0.6717746591696674,0.0007164611722841087,-0.0015369573091134434,0.0016957459660656593
19,0.003634133589601095,-0.014896800293920542,1.5,12874800.600744497,3357166.8869236065,594345.3294880537,104267.19859779942,13318569.982782366,0.01565741648429092,0.015333674900167217,4.951669218489036,0.04735029392040569,2.712972000343207,-0.9043717011719119,2.5577976661115405,-0.0003125784240600076,0.00023891738587967538,0.00039342952159620106
20,0.007762708916670745,0.013223537205266169,1.5,-10710719.336747771,6177525.964593081,1486481.2488125742,91163.08252855115,12453552.19432896,0.01464049471283616,0.015333674900167217,1.0399627891537289,0.11989214246109266,6.86931375980182,-0.4377457889212955,6.855351935158712,0.0005003604066433666,0.0006319306199791784,0.000806037744155684
21,-0.015315300516897508,-0.000750437219983842,1.5,1257978.131839119,-13174374.816241847,-788142.434994957,103317.02694377751,13257746.010421705,0.015585911340066651,0.015333674900167217,3.190552679084352,0.07532355271447472,4.315721668470577,-2.6461210887405913,-3.4093249630137583,0.00017259898618107034,0.0007284518472206918,0.0007486204003030985
22,0.014430691825879529,0.005184276166497291,1.5,-5322626.228949666,11649674.740767311,-1774499.2289747824,98277.36608028725,12930356.493631834,0.01520102962802125,0.015333674900167217,0.3448945467352577,0.16096606603745067,9.222676228770023,-4.763856051710086,-7.897052129706681,0.000735241821973636,-0.0010730454351920793,0.0013007717104725452
23,-0.007349817839633031,-0.013457405532576855,1.5,11051184.324822241,-5895879.876603547,-1896567.7201981745,94334.9205472294,12668348.101383748,0.014893010484441187,0.015333674900167217,4.2125032339183885,0.1505904969682479,8.628199911058223,-0.5568974597519704,-8.610208994240903,-0.00041857470402079187,-0.0004655456075174612,0.0006260491159045715
24,-0.007735289746778835,-0.01323959510247184,1.5,11428494.18949677,-5802690.16009884,-1582074.3156522675,98036.67953161182,12914513.218612459,0.015182404148275735,0.015333674900167217,4.183627696304516,0.13615967488718875,7.8013747109093385,-3.3601127744133525,-7.040673939562886,-0.0009136011808578972,0.00019583329146054436,0.0009343542131917717
25,-0.0016923152657399645,0.015240001803981572,1.5,-12929076.16125391,-1101263.8501182736,-694573.9157961655,99254.3587670708,12994469.03015225,0.01527640083434912,0.015333674900167217,1.6813875468277997,0.059291623075037395,3.397159762680127,1.4664618460494085,-3.064340729627542,-0.0003976607508268447,4.0477344856484215e-05,0.0003997155090746425
26,-0.0038388314965315225,0.014845368256976844,1.5,-11823411.77003583,-5981565.224696402,-2926925.7542399103,108237.68295080149,13569785.657553768,0.015952747623622164,0.015333674900167217,1.8238411748774683,0.3047803181528158,17.462625908810818,-12.140660978895227,-12.551798860187397,0.003193144013759504,0.0009456716237768691,0.003330234753380749
27,0.012783442805047092,0.008467890882274514,1.5,-6807796.299264752,10739703.123074489,-64146.808661710464,95042.86271922356,12715794.447737832,0.014948788785451295,0.015333674900167217,0.5850504608014374,0.02070727434507669,1.1864394251924202,1.1506884430172222,-0.2890581546289978,0.0001577626507211008,0.0004645915689397845,0.0004906468994016761
28,-0.006958381453512187,-0.013663912817763284,1.5,12733406.499100385,-2882699.013481079,-131718.49961878976,100201.14581752721,13056299.032911222,0.015349088675887183,0.015333674900167217,4.241366816802306,0.2485869281621206,14.242981825811297,-14.231002987630545,-0.5840250477859731,-0.003569457634267547,0.0013055808349284673,0.0038007327082239537
29,0.005055921118387438,0.014476161355437498,1.5,-12800871.095977383,3296910.0432038577,-2114506.579868565,105336.26608245434,13386674.520773077,0.015737480719202723,0.015333674900167217,1.23478231809363,0.17929568062747894,10.272885784880058,-4.768900429029935,-9.098888451189458,0.0011800475280231764,-0.0005726442123182209,0.0013116529885206548
30,0.009526546175803731,-0.01201526129155323,1.5,10904550.118877798,7842026.474606048,-1710056.4880108011,107762.62150500866,13539973.623154804,0.015917700359581653,0.015333674900167217,5.382767519850824,0.13500229282790094,7.735061603627988,2.6736059272257924,-7.2583062320229415,0.0003073976671819738,0.0008042142982296659,0.0008609610695414477
31,0.003628188358598203,-0.014898249399796965,1.5,12852954.111490749,4365221.675160372,2453136.473312386,111842.32342067623,13793892.42462302,0.01621620931609271,0.015333674900167217,4.951270143408772,0.1992981888559519,11.41894508604726,-5.017819757111193,10.25737743106431,-0.0015036008577063481,0.0002117853740000019,0.0015184428154973722
32,0.014731863833488968,-0.004253677695307656,1.5,3596515.301328343,12129500.8880011,2063614.7103728892,96586.90108400332,12818666.848684996,0.015069726395754128,0.015333674900167217,6.002090572805942,0.16184565479164237,9.273072952092377,0.4064821585634492,9.264159661275103,0.00047232640600799493,-2.5585787706414696e-05,0.0004730188858227407
33,0.0062180490615849,-0.014016328043098209,1.5,11972240.185995007,6221684.355909919,-2067579.9696308353,109518.9165694436,13649863.67062128,0.01604688797078056,0.015333674900167217,5.129932134078951,0.1640172521575803,9.397496315962348,-3.5090395926041196,-8.717773692065112,-0.001096212403438236,5.83324560710554e-05,0.0010977633209773023
34,0.015182598568297156,-0.0021471578092816645,1.5,1841890.7810477775,13114284.778742809,687862.403927135,103365.43396231838,13260851.4656492,0.015589562137857485,0.015333674900167217,6.142694693097766,0.051903714434630426,2.973863778156573,-0.0546189230838089,2.9733621616400603,-0.00023465861020037504,1.818359859643388e-05,0.00023536207553275822
35,-0.014764206529108042,0.004140023129145728,1.5,-4668479.309195254,-12026875.807154864,-1356021.4652386014,98915.20151033987,12972248.64683448,0.01525027837551933,0.015333674900167217,2.8682043019501604,0.1425420186338799,8.167056070996455,5.530416360149829,-6.0096006315051556,-0.0006253159604580685,-0.0013482781664783837,0.001486228133432384
36,0.013890060574361845,-0.006495213867500961,1.5,4316513.47668609,12186098.632318364,77448.86189932645,98245.13546328241,12928236.028059421,0.015198536791879623,0.015333674900167217,5.84577891021557,0.09716472637455062,5.567128738805227,-5.556504023275614,0.3437810840535013,-0.00043601361014277557,-0.0014206863955651561,0.0014860880535061344
37,-0.005952025442806034,-0.014131347390543045,1.5,13061351.486692242,-2681053.152623164,-468145.63557331736,104632.69664081116,13341893.00669941,0.015684835216152847,0.015333674900167217,4.313747259549425,0.1992623491833363,11.416891624067256,-11.236089916154256,-2.0237830298215482,-0.0028001580965811936,0.001223680990073651,0.0030558600313687215
38,0.014579968713339912,0.004748273187385857,1.5,-5056369.232576231,12286237.105632426,-100573.7233939007,103764.21516801034,13286406.854593905,0.015619605255747963,0.015333674900167217,0.3148386880678315,0.07595995711069173,4.352184954437383,-4.33047886024038,-0.43412753730017023,0.00013617094553721593,-0.0011960345780234498,0.0012037612878956654
39,-0.004898206002500661,0.014530284370964135,1.5,-11561326.017045924,-4916672.61502567,-101134.7849714424,92783.77260127988,12563763.652683761,0.01477006017722408,0.015333674900167217,1.895935955146909,0.07737780214185197,4.4334214907264595,-4.40931760969179,-0.4616755693093452,0.000881873311561132,0.000938697827245755,0.0012879651192946565
40,0.013735571036287622,-0.0068158399519879205,1.5,7589660.553216243,9723007.680668224,2070541.8110513713,91948.3926260899,12507076.759286793,0.014703418615835406,0.015333674900167217,5.822567734893339,0.26106804358028923,14.958097062888019,11.47613415688592,9.593904969090298,0.002305126106164712,0.002106625178256866,0.003122735340528854
41,0.014969763759458993,0.003320806969699723,1.5,-3627953.186539528,12279528.880820608,480662.09985559963,96505.60199714845,12813270.85145972,0.015063382818627343,0.015333674900167217,0.218299242410613,0.07850643887179762,4.498087611955792,-3.950149750943337,2.151536453317128,0.000533852233939416,-0.0009442435650494174,0.001084709231923163
42,-0.012413838739232526,0.009001010704379142,1.5,-5328851.3995980285,-11732281.341544205,441381.5486821089,97715.2969578765,12893327.746848801,0.015157498339675519,0.015333674900167217,2.5142328435446055,0.20387164124796625,11.680984605913693,-11.512795701633113,1.9750788581853664,0.001378724239593905,0.002736370742711696,0.0030640831206761266
43,-0.0014635579840415352,0.015263668758570673,1.5,-12305313.731354425,1123149.996854317,1522780.0132560327,91110.24403919495,12449942.606745848,0.014636251253050434,0.015333674900167217,1.666389155540155,0.22290182846214293,12.771334016629838,10.638315564971,7.0663437861755805,-0.0027839420266085654,0.0007974443582968935,0.00289590240030581
44,0.005567207505664861,-0.014287329580187018,1.5,11963918.02365137,5552202.642353716,-873526.8437323733,102704.24632336665,13218371.223608859,0.015539622028458431,0.015333674900167217,5.083950311788434,0.09126346072030614,5.22901112303151,-3.6008650880103854,-3.7916128418834125,-0.0009600059480990089,-0.00022245268106135113,0.0009854423451916708
45,-0.013630224148158978,-0.00702414234016951,1.5,5944114.588334435,-12040224.894026188,-135192.0759133062,105991.51227027278,13428245.99995725,0.015786352479781832,0.015333674900167217,3.6174334900977367,0.019977667237195677,1.144636017208092,0.9886375286474641,-0.5768773256419757,0.0005243597128714479,-3.619409495867615e-05,0.0005256073829318848
46,0.003948630623763006,-0.014816541504045372,1.5,13157365.15833748,2315547.6392660365,-593781.2616969767,105117.33275946377,13372755.698295172,0.015721117641125333,0.015333674900167217,4.972837170100555,0.09698394233753387,5.55677057648083,4.938127339298432,-2.548057617189316,0.0012264544573972178,0.0006513613103190045,0.0013886907836699984
47,0.012871892061893979,-0.00833282549265067,1.5,6440728.62699426,11362307.567609265,-2461799.526699461,103832.91082481302,13290804.16743817,0.01562477477159714,0.015333674900167217,5.708663973556928,0.1952677501724741,11.188017959897719,-3.331789691474253,-10.680399024511201,-0.00048572681450606905,-0.0007610538455810265,0.0009028474368374106
48,0.007578115713471495,-0.013330181850869647,1.5,11726870.204964709,4759542.578870598,-910096.2485403966,94637.02940626274,12688617.16444225,0.014916838955700762,0.015333674900167217,5.229319363492523,0.14961152417728693,8.572108901878018,7.514383988633581,-4.124934459724616,0.0019827597159108095,0.00045601975288512946,0.002034524540540155
49,0.010501971307835659,0.011172742930606374,1.5,-7743555.2361156745,10613191.421437655,695849.0561352385,101741.04014937898,13156241.323105037,0.015466581624753417,0.015333674900167217,0.8163354850725969,0.1933048694751259,11.07555318025197,10.647490707279564,3.049396643105793,-0.001974980686843689,0.002069357990803258,0.0028605578490054815
50,0.0030245841705732897,0.015032414195302617,1.5,-12055959.790938793,4958292.693490583,-90724.89148420801,99890.85555736249,13036067.809005516,0.015325304688635693,0.015333674900167217,1.3722431957844625,0.1917583393844522,10.986943533166382,10.979615749384358,-0.4012059282432956,-0.0028044240377674274,0.0008593322646884057,0.002933129067181031
51,-0.015266970324619905,0.001428706775791771,1.5,-1699613.9568890876,-12879794.283520063,1697551.8154877843,100902.11739771962,13101888.05304465,0.01540268348946421,0.015333674900167217,3.0482828555414745,0.1353133126368114,7.752881726023522,2.158810668579754,7.446254867712741,-0.00012538203175022425,-0.0005693728693899806,0.000583014681018578
52,0.01533091384465949,0.00029097531105943565,1.5,866566.2794838771,12202779.578378221,844699.098344853,88389.42422414989,12262637.690234825,0.014416054107924516,0.015333674900167217,0.018977367070731447,0.11321099800605647,6.486512380211014,5.141128824507817,3.955203821353031,0.0009852294076916675,0.0013097175008487181,0.0016389133344414176
53,0.01527910315971204,-0.001292514053655002,1.5,2263177.479506703,12658705.413681533,-1558116.412199775,98629.10959265668,12953475.279170558,0.01522820825562607,0.015333674900167217,6.198792649971242,0.15184795823682207,8.70024713464869,5.275401281329455,-6.918413223052688,0.00039742869539738726,0.0013680953376170063,0.0014246523859295151
54,0.004123383538638967,-0.014768862316959262,1.5,11831313.207476135,5686755.036616949,119086.65908988444,101298.21858527196,13127579.239610808,0.015432886252115304,0.015333674900167217,4.984650487480481,0.1760204778561405,10.085230489032815,-10.07168895232954,0.5224515905231629,-0.0025620107767835828,-0.0008598766912482764,0.002702459462139497
55,0.006864897394761547,-0.01371111847018376,1.5,11512741.248054836,6424378.582024976,1088306.9748781621,102865.84860836632,13228766.506421259,0.015551842805364372,0.015333674900167217,5.17658129275177,0.0937282652705535,5.3702340210853245,-2.560470715668795,4.720529965525564,-0.0006876530097909258,-0.0001766485661549213,0.0007099798432343757
56,-0.010885573091513253,-0.010799346480845066,1.5,11600158.650896588,-6480457.629272725,2276487.499180351,106828.90750286002,13481187.156355869,0.015848590523052597,0.015333674900167217,3.9230144980558395,0.3261656547729048,18.68791544060848,-15.881983943889306,9.848896868247492,-0.0032670957143251774,0.0028378920151600727,0.004327533419428583
57,0.006511651484765216,-0.013882362222798145,1.5,11961456.50680096,5113648.317730198,-305406.40943522577,99526.44651018531,13012267.825265514,0.015297325239023735,0.015333674900167217,5.150979113853433,0.04180390033023047,2.3951870561077544,1.981782722540824,-1.345161058901428,0.0005000059726417939,0.00017962089759904036,0.0005312905415417738
58,-0.005553775701427904,0.014292556153545351,1.5,-11675267.999163581,-4736780.373496621,-580876.2638854067,93511.6098526596,12612945.270355431,0.014827878476955356,0.015333674900167217,1.9414177101965264,0.04838700973764375,2.772371441225404,-0.8472766566966553,-2.639728333586462,1.4820866997216665e-05,0.0005670185121214293,0.0005672121747520488
59,-0.011560304357751976,0.010073775315151651,1.5,-9573660.104406426,-8709814.330253717,1009483.1326788237,99065.47635784606,12982098.815575212,0.015261858312000016,0.015333674900167217,2.424799033363838,0.13944600605070492,7.989667616661133,6.62238199963771,4.469770159146669,-0.0013209775647160266,-0.0011810954200334144,0.0017719955185346806
60,0.009820951870373597,0.01177584350710485,1.5,-9674357.199796539,8560786.380698064,-716185.5402213492,98394.37043499347,12938051.33755554,0.015210075747555918,0.015333674900167217,0.8756698261984878,0.06263989644750914,3.5890016955787925,1.6759111093231558,-3.1736816356582893,-0.00024317648341480244,0.000402592468079388,0.00047033551581848753
61,0.008253670219870776,0.012922790482153475,1.5,-9900165.984465985,7527037.122519138,-1768368.0522492898,92753.52586184544,12561715.644448193,0.014767652522502213,0.015333674900167217,1.0024123064875161,0.16302070954816644,9.340398630337978,4.648318364799351,-8.101616070457096,-0.0005951743086602176,0.0012840768452701563,0.0014153041377202727
62,-0.010539487856979802,0.011137359725563031,1.5,-11249114.062984766,-6354174.339473472,-1001187.5324316574,98704.32111171435,12958413.29845446,0.01523401343025334,0.015333674900167217,2.3286203546360396,0.2553911031738622,14.632832337052468,13.931686421212023,-4.475253698429279,-0.0030694701166708686,-0.002087187969207649,0.003711872898678055
63,0.015332825483102644,0.00016139593779355255,1.5,790222.2397135847,13296986.047670776,320404.65991701983,104356.92211177284,13324299.166792443,0.015664151758443993,0.015333674900167217,0.010525781922140076,0.0739004302587733,4.2341827580285925,4.003322486503577,1.3790259959266284,-0.000299216755916527,0.001090387469042013,0.00113069690884209
64,-0.01147311601983544,-0.010172963911241081,1.5,9266243.827899361,-8602236.458250951,-1588006.6633855202,95449.67213723809,12742978.926636491,0.014980747074409866,0.015333674900167217,3.866998801295208,0.15810415347572992,9.05870071764795,-5.536441226209433,-7.169928677514447,-0.0013602586261883542,0.0007205058115572552,0.001539295993175974
65,0.010540637160024804,0.011136272006588305,1.5,-8148196.615556065,9655333.134873848,-980984.086920744,94390.08723786286,12672051.760072002,0.014897364534964076,0.015333674900167217,0.8128691004221623,0.13603879412798284,7.794448753582503,6.399875455320968,-4.449160092489825,-0.0008102490374220332,0.0015571874524221898,0.0017553735399123576
66,0.012202416879924223,-0.009285612970211417,1.5,7254337.705902886,10842218.488722026,-889589.980544015,100497.13050999618,13075568.348716412,0.015371741836348044,0.015333674900167217,5.632703411439507,0.09125698708224121,5.228640210892294,-3.478694610379732,-3.9035064061270375,-0.0005437811511751697,-0.0007573560382845325,0.0009323551410806052
67,0.005118483873350258,-0.014454158874949155,1.5,11112126.930389121,4596850.790413704,3753348.935331391,93283.33144742702,12597540.646362668,0.014809768678835109,0.015333674900167217,5.0527280471523035,0.30682229740129285,17.579622701601846,-2.8825266739625577,17.34168891153827,-0.000285610367600159,-0.0013906543395275344,0.001419680518330607
68,-0.007572493050644333,-0.013333376726919607,1.5,12011792.427138954,-6498378.6973303,-1903211.1871437877,111761.69294442833,13788919.313327577,0.016210362887018406,0.015333674900167217,4.195880346138879,0.13998121876149064,8.02033304613091,-1.1728265665358995,-7.934117469239231,6.705247626128015e-05,0.000787781700576683,0.0007906301552156104
69,0.015327004878453275,-0.0004522249439025426,1.5,418507.2888685168,13050076.603181949,3108206.1695601395,105887.3549694223,13421646.444912959,0.015778593990539137,0.015333674900167217,6.253688755985678,0.23371693505871358,13.390993979597432,0.14409816633396563,13.390218649449825,-1.476865970204827e-05,3.9775543536942374e-05,4.242884835880068e-05
70,-0.013213512092839988,-0.007779761186334033,1.5,6989555.427196451,-11057917.638284523,-20836.66195528684,100591.98683960785,13081737.718339134,0.015378994596197891,0.015333674900167217,3.673716219259897,0.031595273509055534,1.8102758246303767,-1.8079732339533827,-0.09127621020472222,-0.00021373643108104495,0.00043721559909621135,0.0004866628628366061
71,-0.0018365820553359077,0.01522328979879304,1.5,-12714325.073095527,-3586804.097514942,1525089.9160347637,103950.26561194849,13298312.86104694,0.01563360205134545,0.015333674900167217,1.690858992854156,0.19260856045573727,11.03565761220411,-8.835823204640786,6.611653895216381,0.0023800932840551715,0.00027622842182296707,0.0023960689017278568
72,0.013878785590098993,-0.006519271162336986,1.5,4144051.703728716,12707087.93261331,339034.7753094157,105074.7744962278,13370048.348050682,0.01571793485870938,0.015333674900167217,5.844046228297507,0.1264493002129634,7.245011224585506,-7.097041650104797,1.4567729613936942,-0.001059767747131686,-0.0016474911182634555,0.0019589116015322236
73,0.015315394243839332,-0.0007485219434266236,1.5,2040359.2816603163,13410606.534418648,1564625.7401658555,109599.2747201577,13654870.461708492,0.016052773994085136,0.015333674900167217,6.2343503377158935,0.15354622578068453,8.797550697396057,5.827109332023527,6.591031414422039,-0.0004502211403792939,0.001650140607571232,0.001710456985720479
74,0.0018573838300717693,-0.015220765790583797,1.5,13142198.759784354,2234782.4975819485,-677844.9421563616,104729.68771401503,13348075.322636707,0.01569210319579277,0.015333674900167217,4.83381820363194,0.0692005184756456,3.9648976487715695,-2.690924312537522,-2.9119305811486624,-0.0007698441952852389,0.0002293072853762311,0.0008032695165017738
75,-0.006490674985540401,-0.013892182124349589,1.5,12627334.838858766,-4829750.968472135,1612743.348792499,108965.34773741345,13615323.009726517,0.016006281695934904,0.015333674900167217,4.275309330398547,0.1386452616932647,7.943788344510892,-4.092424421557635,6.80851199721538,-0.0008127814484312715,0.000952612843443541,0.001252231972282941
76,0.015302158600078587,-0.0009826129055019665,1.5,3279468.078075838,12229861.990942083,-784812.395235139,94601.38505762185,12686227.401726764,0.014914029531702285,0.015333674900167217,6.219059344206639,0.2071994751406196,11.871655442883322,11.322160514036417,-3.5699977939679215,0.0009246358641447384,0.0028727557723478942,0.0030178928425013424
77,0.015004625483253303,0.0031595569390855567,1.5,-1976520.729211595,12693899.79120453,-2362239.851431716,100292.2312034119,13062231.938602135,0.0153560634468637,0.015333674900167217,0.2075401591272961,0.18935036687269088,10.848976871058944,3.0073198344716396,-10.423834542142608,8.157622964105257e-05,0.0008359434965682696,0.0008399144067684721
78,-0.015078683700563889,-0.002784759200068658,1.5,761667.422948144,-13590928.924434816,237919.8916041594,108949.51906296112,13614334.06990736,0.016005119090441486,0.015333674900167217,3.3242167805931278,0.12783416895260535,7.32435835854659,7.255217294862294,1.0040156217621168,0.0008989201152638255,-0.0018893369378413538,0.0020922837853211197
79,-0.015274223949285595,-0.0013489509594823946,1.5,1174593.8343934703,-13066483.722645788,1920748.7523430493,103337.0793133559,13259032.518234123,0.015587423768852577,0.015333674900167217,3.229679628044738,0.14538330330163293,8.329849690853933,-0.08907498926659414,8.32937341692078,8.683792861528296e-05,3.191086643089601e-05,9.251556216422978e-05
80,0.0020801364006847655,-0.015191926095744553,1.5,13203975.033582183,3088948.0154686286,674941.7035114559,108357.01893579807,13577264.188078102,0.015961539443409223,0.015333674900167217,4.848466600316268,0.10607243002356834,6.077502563047225,-5.365917494303137,2.8535884160434093,-0.0015512553807932915,0.0003307716575607616,0.0015861283510125003
81,0.015267807892043506,0.0014197281837281892,1.5,-2448578.023669486,12574922.211989144,-1251598.5806819117,97393.65156589882,12872090.039412407,0.015132531122404218,0.015333674900167217,0.09272170851047419,0.13918070895441567,7.974467212726683,-5.688068087417679,-5.589097311709061,0.00048462962401576645,-0.0014588395574360062,0.0015372308632127269
82,-0.011345602512737512,0.010314983740509839,1.5,-8840773.027681073,-10133056.077516083,508890.82311206893,106449.57169523729,13457230.884060305,0.015820427339375397,0.015333674900167217,2.4037390062278425,0.043000769714958566,2.4637626204810936,-1.1716651698770553,2.167331765045868,0.0005668985642887526,-7.829913568752588e-05,0.000572280295696141
83,-0.00378152579209224,0.01486006893078761,1.5,-12043794.7214061,-5521675.756060743,-120506.24707807951,103192.7575001696,13249770.42072893,0.01557653517357963,0.015333674900167217,1.8199829160012535,0.18091195769425,10.365491639329825,-10.352240638778559,-0.5239567556947817,0.002709800012075946,0.0007012883523816286,0.0027990751077155715
84,0.007238051062221312,0.013517847564042696,1.5,-12008413.08729298,5472997.353025864,-871268.1657765588,102815.60890743091,13225535.645787397,0.015548044579983385,0.015333674900167217,1.0791971485732925,0.09182293581701419,5.261066684815554,-3.6594736294909507,-3.7798247865657024,0.0008039519746670396,-0.0005993380847334473,0.0010027686260464022
85,-0.012892727679713799,-0.00830055172387714,1.5,7402507.343759042,-9875243.901667584,1813887.3940858897,91466.84922132391,12474283.32892327,0.014664866399057326,0.015333674900167217,3.7136087104246,0.16227309762805942,9.297563622602175,-4.052181975348301,8.368064922967411,-0.0012833126409934198,0.0004018946092571949,0.0013447715833863755
86,0.0007132317938283461,0.015317078257692964,1.5,-12834694.023297492,2612277.2869665385,-986285.2350684718,101411.53847157846,13134919.941156236,0.015441516039061819,0.015333674900167217,1.524265456942094,0.17146398755690664,9.824162825494414,8.821687908589814,-4.323424298547006,-0.0023577820993572014,0.00022851018837337714,0.002368829528319775
