event_id,radial_kinetic_energy_eV,axial_kinetic_energy_eV,total_kinetic_energy_eV,extraction_time_ns
59,4.940324918035e+02,4.474019386212e+04,4.523422635393e+04,5.303600182830e+01
62,7.738060944977e+02,8.509296574135e+04,8.586677183585e+04,4.443954793974e+01
63,7.805622676211e+03,5.056317205708e+04,5.836879473329e+04,5.109793047291e+01
65,9.013014708674e+02,3.277996318618e+04,3.368126465704e+04,5.886384192296e+01
67,6.049051349825e+02,4.695319501829e+04,4.755810015327e+04,5.397063006627e+01
69,2.737343151098e+03,8.165665431755e+04,8.439399746865e+04,4.485440338934e+01
71,7.773946023451e+03,9.413748630962e+04,1.019114323331e+05,4.141723335797e+01
72,4.697876047906e+02,6.400903222007e+04,6.447881982486e+04,4.880165024409e+01
77,1.483127718809e+03,4.062708541747e+04,4.211021313628e+04,5.333584320502e+01
78,6.798282391656e+02,1.107761189045e+05,1.114559471437e+05,4.055903576854e+01
79,2.876001458670e+02,1.917245842783e+04,1.946005857370e+04,6.564788097330e+01
80,5.599255673294e+03,7.769197568671e+04,8.329123136000e+04,4.580602967229e+01
82,3.228456027512e+03,5.194789840519e+04,5.517635443270e+04,5.249487845950e+01
83,1.755903920927e+03,3.047785649234e+04,3.223376041327e+04,5.970065974861e+01
85,8.307062603735e+02,1.060897599761e+05,1.069204662365e+05,4.041537052806e+01
91,2.100084012183e+03,7.541920993680e+04,7.751929394899e+04,4.575048512514e+01
92,3.211638538167e+03,7.055451771544e+04,7.376615625360e+04,4.710676246679e+01
93,1.929671576479e+02,2.973593780076e+04,2.992890495841e+04,5.949090089762e+01
98,1.359406087313e+02,1.017311316284e+05,1.018670722371e+05,4.142836951800e+01
100,7.704624411237e+03,4.726525102269e+04,5.496987543392e+04,5.278063906157e+01
101,6.044799055500e+03,5.478468912715e+04,6.082948818265e+04,4.834513461278e+01
104,2.747799239887e+03,5.085066237961e+04,5.359846161950e+04,5.199825925257e+01
105,1.965853535708e+03,6.681769655639e+04,6.878355009209e+04,4.628943454398e+01
106,3.339769899029e+03,8.353390826110e+04,8.687367816013e+04,4.416186966398e+01
107,1.023197330692e+04,4.928532346917e+03,1.516050565384e+04,7.194389248162e+01
111,8.074482121107e+02,6.651176503885e+04,6.731921325096e+04,4.780800438931e+01
112,3.658458434034e+03,7.070382470933e+04,7.436228314336e+04,4.586838041776e+01
113,4.700645709071e+02,6.452727096695e+04,6.499733553785e+04,4.727704251201e+01
