source_case,plane,x_mm,y_mm,z_mm,V_V,Ex_V_per_m,Ey_V_per_m,Ez_V_per_m,E_V_per_m,Eperp_V_per_m,U_mu_eV,electrode,rho_mm
transport_highfield_10_v2,y=0_xz,24.57728595519318,-1.1102230246251565e-16,378.5387915713542,7227.74173818344,-238701.60593363442,-977.0840162669708,-208001.51563886035,317350.0977635401,239260.1726304825,-7227.741797731299,V3,24.57728595519318
transport_highfield_10_v2,y=0_xz,23.726156469561683,2.220446049250313e-16,378.9273587494241,7077.288413839403,-226838.1129123975,-1375.9649384319732,-163147.8125736471,283754.312916223,227342.20289297853,-7077.288472147709,V3,23.726156469561683
transport_highfield_10_v2,y=0_xz,19.885587472956548,-2.220446049250313e-16,386.78576308880724,6252.243992473228,-130703.57380555454,-1386.9528227605724,104192.46898411434,178676.94236620385,131734.30620967853,-6252.244043984165,V3,19.885587472956548
transport_highfield_10_v2,y=0_xz,19.348351753508048,-4.440892098500626e-16,381.813104691439,6574.992678384546,-159479.73537147426,261.75800971367937,-17002.85901787493,166217.03312628067,164737.03290449665,-6574.992732554541,V3,19.348351753508048
transport_highfield_10_v2,y=0_xz,24.32473774277025,-5.551115123125783e-16,378.45333064913893,7157.244712733918,-218882.48283452968,-2017.4435983366939,-188679.27553639386,290279.28434663825,219850.2455994529,-7157.244771700967,V3,24.32473774277025
transport_highfield_10_v2,y=0_xz,13.959636192625792,-4.440892098500626e-16,382.5725818279984,5830.595970695743,-90803.0588166975,2752.6178037999744,-3812.557826789794,92270.20144023566,91063.03701612586,-5830.59601873281,V3,13.959636192625792
transport_highfield_10_v2,y=0_xz,14.017658279245255,-2.220446049250313e-16,382.485863749544,5842.012100635933,-89017.0174336933,-2927.291674171492,-4280.559765991111,90257.50547162065,89393.08966786713,-5842.012148767056,V3,14.017658279245255
transport_highfield_10_v2,y=0_xz,13.908733250279482,4.440892098500626e-16,382.49905460545557,5832.138783166718,-84565.22723930057,-1532.8326482657474,-8797.0397946139,85401.89623402989,84816.05609268049,-5832.138831216495,V3,13.908733250279482
transport_highfield_10_v2,y=0_xz,13.845624295583649,4.0245584642661925e-16,382.5208590120115,5827.1121762491275,-82989.7272133355,913.4197185867251,-4302.145744599584,83803.58118757312,83392.26733766038,-5827.112224257493,V3,13.845624295583649
transport_highfield_10_v2,y=0_xz,-19.621730165627604,-2.220446049250313e-16,385.7382062994254,6401.259883245131,147964.02447476488,1300.8159564054663,80833.11020655019,171621.32271457688,149180.9435879657,-6401.25993598378,V3,19.621730165627604
